user_id,country1_rate,country2_rate,country3_rate,country4_rate,country5_rate,country6_rate,country7_rate,country8_rate,country9_rate,country10_rate,country1_norm_rate,country2_norm_rate,country3_norm_rate,country4_norm_rate,country5_norm_rate,country6_norm_rate,country7_norm_rate,country8_norm_rate,country9_norm_rate,country10_norm_rate
218,13,35,20,26,5,64,36,27,15,2,-0.1153315026832557,-0.1379577789694989,-0.5129075002843787,-0.7941197912705387,-0.7941197912705387,-1.0128404620375524,-1.0794076227057734,-1.1878169986511624,-1.3773749133159077,-1.59609558408292
219,33,35,38,69,13,19,5,51,48,94,0.8992015307966614,0.8382832637222921,0.70567909398898,0.70567909398898,0.6211316078101349,0.603790582762111,0.5182042333315408,0.5182042333315408,0.5182042333315408,0.5182042333315408
220,93,101,48,22,35,51,15,112,87,23,2.355457867774452,2.049248928700633,1.5024472517831002,1.4555785366187393,1.441691509903375,0.955645574865568,0.9009654071738132,0.8210482390089426,0.8164596934683761,0.7806690382519557
221,13,24,14,19,41,43,28,2,42,27,0.1901232271810208,-0.4239771176648241,-0.5625331986937008,-0.6691365508322459,-0.9253521937307462,-1.2862413004963185,-1.4502818035715783,-1.4502818035715783,-1.5507750847348012,-1.669002474338592
222,26,99,101,22,77,93,35,91,63,96,0.5778553253589074,0.5182042333315408,0.3307293726741014,0.1901232271810208,0.1901232271810208,0.0807628917975146,-0.0442203486407793,-0.1379577789694989,-0.3816750978241712,-0.4660387851200188
223,38,26,19,37,14,24,28,20,15,2,0.7806690382519557,0.5182042333315408,0.4088438979480345,-0.4660387851200188,-0.4660387851200188,-0.6583621335530817,-0.7941197912705387,-0.7941197912705387,-0.7941197912705387,-0.7941197912705387
224,38,85,37,30,33,41,36,42,19,24,2.092993062854035,0.8931539546464216,0.3541637302562808,0.2557394284111246,0.2557394284111246,0.063177310228307,0.0134642238692031,-0.2691901814297064,-0.3840185335823889,-0.5316549863501225
225,26,33,15,5,35,24,41,27,42,55,-1.1690695125854185,-1.231561132804566,-1.3565443732428588,-1.7783628097220985,-1.9189689552151763,-2.2645551441379284,-2.326834110080602,-2.543885157406645,-2.615642096711911,-2.6313734257134502
226,38,14,8,19,21,18,32,4,41,7,0.1901232271810208,-0.5753991205035263,-0.6300792881952788,-0.7941197912705387,-1.1222007974210586,-1.1878169986511624,-1.2988598007328775,-1.406537669418176,-1.435913292353307,-1.5856803140463958
227,32,26,14,41,20,9,28,42,19,13,1.234017337659947,0.70567909398898,0.6375064173862763,0.5182042333315408,0.2866176407547028,0.1029118204827815,0.0807628917975146,-0.1255773636430647,-0.1379577789694989,-0.1379577789694989
228,13,32,15,35,24,25,8,19,20,43,0.2557394284111246,0.0134642238692031,-0.2691901814297064,-0.419170069955659,-0.440801784646902,-0.4660387851200188,-0.5753991205035263,-0.6847594558870325,-0.6931717893780714,-0.7941197912705387
229,31,19,37,15,13,20,28,34,29,43,0.8462852394820606,0.5953997641904863,0.5182042333315408,0.5182042333315408,0.5182042333315408,0.4386694439617178,0.4244668030028187,0.3869718308713332,0.3615088274089039,0.3541637302562808
230,37,7,9,32,21,42,27,29,17,30,1.043133843172373,0.1293674853012955,-0.4587480960944518,-0.4660387851200188,-0.4660387851200188,-0.4853376678347552,-0.5316549863501225,-0.6300792881952788,-0.7740331990572414,-0.7941197912705387
231,35,8,33,15,27,31,20,13,26,22,0.5182042333315408,-0.2108646692251698,-0.2316952092982209,-0.2691901814297064,-0.419170069955659,-0.4660387851200188,-0.5753991205035263,-0.592223787485603,-0.7941197912705387,-0.7941197912705387
232,5,35,26,85,28,41,27,24,25,14,0.7568086014410095,0.6822447364068006,0.6640180138428824,0.3307293726741014,0.316308229546605,0.163522064520168,0.1602976811673387,-0.0067253765092915,-0.0067253765092915,-0.0285974435859927
233,35,34,103,79,33,22,76,51,48,26,1.5155704920291209,1.275314247525048,1.1743662456325803,1.043133843172373,0.9119014407121656,0.8306623344272728,0.1901232271810208,-0.0067253765092915,-0.1379577789694989,-0.3430084078135739
234,114,51,99,19,35,20,48,31,39,90,-0.1379577789694989,-0.2691901814297064,-0.2691901814297064,-0.6748176072158043,-0.6891338693023723,-0.757152917338087,-0.7941197912705387,-0.7941197912705387,-0.7941197912705387,-0.7941197912705387
235,35,13,22,30,26,32,20,37,87,19,1.5024472517831002,0.5182042333315408,0.5182042333315408,0.3869718308713332,0.3541637302562808,0.2557394284111246,0.0134642238692031,0.0046861367481195,-0.0442203486407793,-0.1817019131229026
236,35,22,51,23,101,112,5,6,33,14,1.976342038444962,1.5024472517831002,1.393086916399593,1.1014593553769096,1.043133843172373,0.9119014407121656,0.6275645687150482,0.6056925016383458,0.5931941775945164,0.5728844010232933
237,35,38,54,19,32,28,110,76,30,63,-0.4660387851200188,-0.895067793163006,-1.0565845961909548,-1.109077557175038,-1.1561402118504234,-1.1690695125854185,-1.2862413004963185,-1.4502818035715783,-1.4822897066106535,-1.6143223066468384
238,117,97,106,5,51,25,89,9,94,81,-1.1222007974210586,-1.1222007974210586,-1.1222007974210586,-1.1603497516246069,-1.319049401111371,-1.319049401111371,-1.3565443732428588,-1.380355048975993,-1.4502818035715783,-1.4502818035715783
240,5,35,33,26,38,15,20,19,31,13,1.4555785366187393,1.1357684802031076,0.6275645687150482,0.5182042333315408,0.5182042333315408,-0.0592183374933747,-0.0650508887138281,-0.1379577789694989,-0.1379577789694989,-0.16420425946154
241,5,91,4,38,19,28,13,30,15,37,1.0806288153038608,0.8462852394820606,0.5182042333315408,0.2557394284111246,0.143254512016661,-0.3254326396269382,-0.419170069955659,-0.5753991205035263,-0.592223787485603,-0.8445937922167723
242,28,13,38,19,43,24,37,41,42,29,2.2679695994676474,2.15860926408414,1.83052825793362,1.7430399896268152,1.6847144774222786,1.1398314028798933,1.1147151536052162,1.085695703429736,1.0199751839146916,0.9799478716174568
243,13,19,28,36,24,37,2,30,41,42,1.4555785366187393,1.393086916399593,0.955645574865568,0.8931539546464216,-0.0942136448160965,-0.2316952092982209,-0.4004225838899151,-0.7941197912705387,-0.8713153221294843,-1.085747352293223
244,5,33,4,13,110,41,26,2,19,27,2.8147712763851795,2.0273768616239325,1.1743662456325803,0.9119014407121656,0.8462852394820606,0.8086365994320008,0.6375064173862763,0.1901232271810208,0.0292992045582187,-0.0650508887138281
245,38,19,33,41,32,21,24,14,10,9,1.3384067487078404,0.7853144330293093,0.7369249040985532,0.629517431846896,0.5182042333315408,0.4557126131123931,0.1901232271810208,0.1836902662761087,-0.0067253765092915,-0.1828235575883733
246,6,19,36,20,32,9,24,42,30,41,-0.0067253765092915,-0.0783066869421312,-0.9399335717818804,-1.231561132804566,-1.231561132804566,-1.4276555272853353,-1.4898096356379067,-1.5480080607227968,-1.581514206031786,-1.7383529309232546
247,43,20,32,37,14,8,52,28,9,17,-1.1222007974210586,-1.515898004801682,-1.601703806410279,-1.6377566642290189,-1.7070408518632902,-1.7314940945577384,-1.7783628097220985,-1.942403312797358,-1.9834134385661728,-1.9983792190600056
248,37,20,19,43,27,28,2,36,10,26,0.5182042333315408,0.2721434787186508,0.0807628917975146,-0.3566784497365126,-0.4660387851200188,-0.6300792881952788,-0.6300792881952788,-0.7120995397329087,-0.7416268302864555,-0.7941197912705387
249,32,27,41,87,30,29,17,42,24,9,1.83052825793362,0.8462852394820606,0.279599865222072,0.1901232271810208,0.1245070259509171,-0.7941197912705387,-0.9304274800137377,-0.9815946519279792,-1.1690695125854185,-1.3011540735031608
250,13,35,32,22,27,41,36,24,6,2,2.15860926408414,1.83052825793362,1.5024472517831002,1.2681036759613,1.043133843172373,0.974664763627916,0.9219962409014122,0.546426255365994,0.5182042333315408,0.3432276967179307
251,32,37,33,30,19,8,7,21,17,9,-0.2691901814297064,-0.7941197912705387,-1.0565845961909548,-1.231561132804566,-1.4502818035715783,-1.669002474338592,-2.368908620793034,-2.543885157406645,-2.6213856820452373,-2.7048091742404057
252,41,14,42,29,20,19,36,24,9,26,2.6082017539941127,2.58042770056338,2.439142298328788,2.2916150773884043,2.2679695994676474,2.2679695994676474,2.205477979248501,2.175876685460484,2.174447657484509,2.15860926408414
253,32,19,8,43,30,41,27,37,2,9,-0.0650508887138281,-0.0874837780232653,-0.2691901814297064,-0.419170069955659,-0.7941197912705387,-0.8455834785098357,-0.9815946519279792,-1.1800974455652675,-1.2628069429141369,-1.2631833984576273
254,27,19,88,76,28,14,31,26,32,33,-0.2691901814297064,-0.3923879470045953,-0.4660387851200188,-0.5316549863501225,-0.5753991205035263,-0.7250501057651665,-0.7941197912705387,-0.9815946519279792,-1.0969637969479418,-1.2713285274894763
255,35,51,57,22,39,101,109,41,2,24,1.7333190709260584,0.5182042333315408,0.5182042333315408,0.3541637302562808,0.3307293726741014,-0.0650508887138281,-0.2691901814297064,-0.2947398527051452,-0.3323761529846216,-0.6075965796519679
256,19,28,43,24,42,14,2,30,37,10,1.538900696910937,1.0103257425573204,0.6822447364068006,0.6119416636602604,0.5573780848122005,0.5182042333315408,0.5182042333315408,0.4452973430758699,0.3989020492768075,0.3541637302562808
257,32,30,27,24,19,20,9,10,37,41,0.0078560015418426,-0.3309466061168641,-0.4660387851200188,-0.5024922302478543,-0.551096823751634,-0.9815946519279792,-0.9920997087751636,-1.0969637969479418,-1.139468218797402,-1.1526413031463645
259,19,26,32,43,33,24,37,8,64,28,0.7642649879444307,0.5182042333315408,0.5182042333315408,0.5182042333315408,0.5182042333315408,-0.0067253765092915,-0.2316952092982209,-0.2316952092982209,-0.4660387851200188,-0.5024922302478543
260,99,96,26,5,34,77,110,14,21,33,-0.5316549863501225,-0.7941197912705387,-1.0401805458834286,-1.1690695125854185,-1.197911798840409,-1.231561132804566,-1.319049401111371,-1.429115287045739,-1.4714483200974178,-1.4765282840636194
261,15,13,21,28,35,19,85,8,1,22,1.0103257425573204,0.955645574865568,0.955645574865568,0.9219962409014122,0.809831794354224,0.5182042333315408,0.5182042333315408,0.5182042333315408,0.5182042333315408,0.3869718308713332
262,37,36,7,27,10,2,42,41,20,43,0.2557394284111246,0.0260827241057609,-0.2691901814297064,-0.5316549863501225,-0.6066449306130971,-0.7941197912705387,-0.9455417941092396,-0.9815946519279792,-1.085747352293223,-1.1222007974210586
263,27,34,41,19,16,64,18,38,42,24,1.2248402465788142,0.6822447364068006,0.500103212302546,0.3392509572494385,0.2557394284111246,0.2557394284111246,0.1901232271810208,0.143254512016661,0.1042812434928927,0.0078560015418426
264,32,7,13,10,2,20,30,41,14,42,2.8147712763851795,0.5182042333315408,0.1901232271810208,-0.1379577789694989,-0.1379577789694989,-0.2473181143530052,-0.2691901814297064,-0.2837715594808406,-0.3566784497365126,-0.4123528022953882
265,110,88,8,4,27,16,32,20,37,21,-1.581514206031786,-1.7026518083027478,-1.7485372637084162,-1.7783628097220985,-1.8148162548499336,-1.8211559844373837,-1.8512696999777687,-1.942403312797358,-1.9489649329203684,-1.997083480489112
266,101,56,69,33,38,99,87,51,23,110,1.5024472517831002,1.5024472517831002,1.1743662456325803,1.0806288153038608,0.955645574865568,0.6306891497260043,0.5182042333315408,0.3392509572494385,0.279599865222072,0.2557394284111246
267,37,19,43,8,16,32,9,15,29,42,-0.4362132391063367,-0.7941197912705387,-0.7941197912705387,-0.7941197912705387,-0.7941197912705387,-0.8761400428081687,-1.0818215966640694,-1.3565443732428588,-1.3565443732428588,-1.383928341653496
268,35,19,32,43,20,30,5,24,8,37,2.092993062854035,1.5844675033207305,1.4555785366187393,1.2681036759613,0.9119014407121656,0.8931539546464216,0.8462852394820606,0.8462852394820606,0.8462852394820606,0.7806690382519557
269,24,32,5,30,42,19,29,7,21,41,0.955645574865568,0.9119014407121656,0.8931539546464216,0.5182042333315408,0.3775980878384624,-0.5316549863501225,-0.6300792881952788,-0.6628873888103313,-0.7941197912705387,-0.8662255069080154
270,35,8,38,19,2,13,6,41,4,26,1.305598648092788,0.0807628917975146,-0.1379577789694989,-0.2070274644748712,-0.2316952092982209,-0.2691901814297064,-0.2785639244625773,-0.2956401230108344,-0.3019982820447589,-0.3566784497365126
271,32,19,37,7,29,2,41,9,17,14,1.5024472517831002,0.955645574865568,-0.0442203486407793,-0.0993600135400262,-0.1379577789694989,-0.3566784497365126,-0.495864331133701,-0.5055946511097973,-0.7830569965425972,-0.7941197912705387
272,35,22,65,51,53,41,72,62,45,86,0.0651399867427292,-0.1153315026832557,-1.0565845961909548,-1.231561132804566,-1.406537669418176,-1.4080136984847005,-1.4502818035715783,-1.4502818035715783,-1.5231886938272492,-1.544019233900298
273,33,19,4,38,28,37,15,20,27,30,-0.6483060107591959,-1.302116187890698,-1.5231886938272492,-1.544019233900298,-1.761095388345756,-1.8708984781235267,-1.9752114134124104,-2.1326902963646592,-2.188464067410248,-2.257865818711319
274,75,88,87,55,32,27,35,41,34,37,1.1743662456325803,1.043133843172373,0.2094221098957584,-0.0442203486407793,-0.1379577789694989,-0.1817019131229026,-0.1911601042912046,-0.2405576572565705,-0.2691901814297064,-0.3398537827544347
276,28,19,32,30,27,21,24,7,88,6,0.7806690382519557,0.70567909398898,0.5182042333315408,0.0409954971126008,-0.0067253765092915,-0.0067253765092915,-0.0874837780232653,-0.0874837780232653,-0.1379577789694989,-0.2691901814297064
277,35,26,27,33,20,37,32,31,19,2,2.092993062854035,0.3307293726741014,0.316308229546605,0.279599865222072,-0.0123097340607887,-0.2363820808146551,-0.2691901814297064,-0.5024922302478543,-0.5691499584816104,-0.5869107347544208
278,19,41,42,32,7,43,9,10,40,29,1.83052825793362,0.463524065639787,0.291941470469113,-0.1379577789694989,-0.419170069955659,-0.4660387851200188,-0.5088319598353039,-0.5129075002843787,-0.6942690502682064,-0.9871086184179038
279,28,30,43,26,20,37,19,41,15,24,0.5182042333315408,-0.1379577789694989,-0.1817019131229026,-0.2316952092982209,-0.3019982820447589,-0.3309466061168641,-0.3566784497365126,-0.6017964428374759,-0.6628873888103313,-0.7436457903243051
280,116,32,110,31,19,15,20,4,26,55,0.1901232271810208,-0.0783066869421312,-0.1379577789694989,-0.2316952092982209,-0.292348840687389,-0.3169110550516011,-0.627475470686146,-0.6628873888103313,-0.7250501057651665,-0.9253521937307462
281,32,37,13,8,41,7,43,20,24,9,0.5182042333315408,0.3723904528201991,-0.1379577789694989,-0.2316952092982209,-0.6778379156728855,-0.9581602943457986,-1.1222007974210586,-1.231561132804566,-1.231561132804566,-1.5512298054640457
282,99,28,43,10,19,30,24,20,42,6,3.1428522825357,2.8147712763851795,2.049248928700633,1.043133843172373,0.7806690382519557,0.7568086014410095,0.2751812658126384,0.1901232271810208,-0.3986248797466239,-0.6300792881952788
283,35,91,26,101,51,104,31,20,33,93,1.393086916399593,0.6640180138428824,0.3989020492768075,0.3307293726741014,0.2557394284111246,0.1901232271810208,0.1602976811673387,0.0989896143614317,0.0347164347939327,-0.0067253765092915
284,28,33,19,38,32,14,30,15,7,10,1.83052825793362,1.5024472517831002,1.1500639488806894,0.8462852394820606,-0.3741761033978729,-0.4295853399921834,-0.5480590366576488,-0.5753991205035263,-0.5793758599720161,-0.6214455775071069
285,35,63,21,33,13,5,19,16,1,2,2.0180031185910594,1.83052825793362,1.83052825793362,1.761458572428248,1.6714586791939745,1.6664877548583603,1.554249515912129,1.5024472517831002,1.2472731358882512,1.1398314028798933
286,26,30,19,24,20,13,9,37,42,36,0.1901232271810208,-0.1976088709968667,-0.3903277837006684,-0.6483060107591959,-0.7066315229637338,-0.7941197912705387,-0.8680535391354445,-0.8816080595773437,-0.994613739473634,-1.0128404620375524
287,28,19,13,42,30,32,41,33,24,14,1.1743662456325803,1.1743662456325803,0.8462852394820606,0.7111930604789046,0.70567909398898,0.5182042333315408,0.5182042333315408,0.5182042333315408,0.5182042333315408,0.3723904528201991
288,69,5,22,35,51,39,20,2,28,48,1.1743662456325803,0.70567909398898,0.3869718308713332,0.360725350379291,0.3307293726741014,-0.0067253765092915,-0.0817153207722672,-0.1034229362168128,-0.1379577789694989,-0.1379577789694989
289,37,42,8,36,10,1,2,7,40,29,3.1428522825357,3.1428522825357,3.1428522825357,3.1428522825357,3.1428522825357,3.1428522825357,3.1428522825357,3.1428522825357,3.1428522825357,3.1428522825357
290,75,108,51,22,93,114,33,48,100,12,-0.0442203486407793,-0.3566784497365126,-0.3797016782383041,-0.440801784646902,-0.5316549863501225,-0.592223787485603,-0.7488672386980534,-0.7941197912705387,-0.7941197912705387,-0.9134219753252732
291,19,26,24,37,21,42,41,20,14,32,0.1081029756433909,-0.1379577789694989,-0.2026498083512901,-0.2691901814297064,-0.3019982820447589,-0.3265100813548554,-0.5480590366576488,-0.5555154231610699,-0.5753991205035263,-0.6628873888103313
292,35,18,101,22,24,28,20,29,19,42,-0.440801784646902,-0.6748176072158043,-0.7941197912705387,-1.7026518083027478,-1.9843671624212615,-2.106443815872618,-2.106443815872618,-2.106443815872618,-2.164769328077155,-2.263193629922311
293,100,101,77,5,13,51,23,12,39,22,0.8462852394820606,0.2557394284111246,0.2557394284111246,0.1779720788050741,0.0534228079516372,-0.0067253765092915,-0.0067253765092915,-0.0067253765092915,-0.0442203486407793,-0.0723415777393952
294,4,43,99,15,19,87,2,20,41,36,1.1743662456325803,0.955645574865568,0.8462852394820606,0.3723904528201991,0.2265766723088562,0.1901232271810208,0.0260827241057609,-0.1034229362168128,-0.1379577789694989,-0.1765555443989717
295,33,99,35,15,112,91,34,19,1,43,1.2248402465788142,0.7806690382519557,0.6640180138428824,0.6002244848691707,0.5182042333315408,0.3989020492768075,0.2265766723088562,0.143254512016661,0.1322265790368105,0.0550310481778661
296,5,33,26,91,55,101,57,94,8,19,-0.3019982820447589,-0.6847594558870325,-0.7941197912705387,-0.7941197912705387,-0.7941197912705387,-0.7941197912705387,-0.7941197912705387,-0.7941197912705387,-0.9690963278841488,-1.02966512901963
297,38,114,19,95,34,8,32,30,4,64,-0.055937527431869,-0.1379577789694989,-0.3254326396269382,-0.4660387851200188,-0.7941197912705387,-0.7941197912705387,-1.0327241593800074,-1.2140634791432046,-1.231561132804566,-1.4502818035715783
298,24,28,29,42,41,32,17,7,9,37,0.6375064173862763,-0.0067253765092915,-0.8846248964155093,-1.5403432562403483,-1.669002474338592,-1.7783628097220985,-1.779113567173244,-1.825231524886458,-1.829625466933117,-1.843979010952202
299,35,5,39,77,55,31,23,84,13,54,0.7806690382519557,0.5872739188369129,0.5182042333315408,0.5182042333315408,0.1901232271810208,0.0807628917975146,0.0807628917975146,-0.0067253765092915,-0.0538344440591095,-0.1379577789694989
300,37,27,30,16,42,41,29,2,24,17,1.043133843172373,1.043133843172373,0.7806690382519557,0.5182042333315408,0.0508011560760048,0.0078560015418426,-0.055937527431869,-0.3019982820447589,-0.3106319927329319,-0.4794256435002971
301,28,15,24,30,37,27,19,10,20,42,2.092993062854035,2.092993062854035,1.2531056871087058,1.1147151536052162,0.7806690382519557,0.5182042333315408,0.5182042333315408,0.2994835625645271,0.279599865222072,0.1955016043310299
302,5,34,24,13,22,35,33,63,42,26,1.1743662456325803,1.043133843172373,0.7952504163030899,0.7497908259083774,0.7201002371164753,0.614227942448765,0.5182042333315408,0.2994835625645271,0.160680059962384,0.0807628917975146
303,6,27,20,28,37,13,19,24,88,30,1.1743662456325803,0.9954129695504784,0.5872739188369129,0.5182042333315408,0.3869718308713332,0.3307293726741014,0.2265766723088562,0.2153602276541377,0.1901232271810208,0.0495170816879425
304,5,33,32,15,43,19,20,42,24,31,3.1428522825357,2.092993062854035,1.5024472517831002,1.393086916399593,1.2248402465788142,0.9906408821882886,0.9813774184852164,0.9381479212042064,0.9119014407121656,0.8462852394820606
305,38,16,21,32,88,1,112,41,4,84,0.0807628917975146,-0.2691901814297064,-0.5753991205035263,-0.6066449306130971,-1.0565845961909548,-1.094079568322443,-1.9189689552151763,-2.03216132391401,-2.6313734257134502,-2.6313734257134502
306,35,43,33,26,30,19,32,41,13,24,0.7369249040985532,0.2557394284111246,0.2557394284111246,0.1901232271810208,-0.2108646692251698,-0.2473181143530052,-0.2893797818081987,-0.4743097348549058,-0.5178410492490486,-0.5753991205035263
307,77,39,38,87,27,15,101,55,35,31,1.305598648092788,1.0806288153038608,0.5182042333315408,0.5182042333315408,0.4361839817939107,0.3470315344703992,0.3307293726741014,0.1901232271810208,0.0807628917975146,0.0807628917975146
308,20,13,24,15,43,19,30,2,42,10,1.393086916399593,0.8462852394820606,0.8134771388670081,0.7806690382519557,0.6494366357917483,0.5182042333315408,0.5182042333315408,0.3307293726741014,-0.0303902359693287,-0.0783066869421312
309,24,19,33,87,30,14,42,28,37,20,0.809831794354224,0.7369249040985532,-0.0067253765092915,-0.0067253765092915,-0.1379577789694989,-0.2108646692251698,-0.3515919225093716,-0.3566784497365126,-0.3566784497365126,-0.4660387851200188
310,5,13,4,2,38,35,28,26,33,15,3.1428522825357,2.2679695994676474,0.8931539546464216,0.7497908259083774,0.5182042333315408,0.3989020492768075,-0.0067253765092915,-0.0650508887138281,-0.0960750973332618,-0.1379577789694989
311,35,5,93,22,34,91,39,112,26,101,0.8210482390089426,0.5953997641904863,0.2994835625645271,0.2994835625645271,0.0409954971126008,0.0347164347939327,-0.0067253765092915,-0.3566784497365126,-0.3840185335823889,-0.6066449306130971
312,6,27,41,37,15,24,43,2,33,38,1.393086916399593,1.2681036759613,1.1556187595668366,1.0229442427938795,1.0103257425573204,0.974664763627916,0.955645574865568,0.8462852394820606,0.7806690382519557,0.6640180138428824
313,26,19,43,15,100,110,87,69,58,28,-0.7941197912705387,-0.8816080595773437,-1.0203825541329663,-1.0565845961909548,-1.0565845961909548,-1.0565845961909548,-1.0969637969479418,-1.1222007974210586,-1.1222007974210586,-1.1364651889928206
314,33,19,20,64,24,32,10,30,36,9,0.8462852394820606,-0.2473181143530052,-0.4816616901748055,-0.6066449306130971,-0.7344686992431709,-0.7941197912705387,-1.0181751125440637,-1.0257063838473766,-1.0923752514073763,-1.1420382536069036
316,99,27,91,26,31,30,28,32,15,8,0.1901232271810208,-0.1379577789694989,-0.2108646692251698,-0.4660387851200188,-0.4660387851200188,-0.5129075002843787,-0.5316549863501225,-0.5417497865393693,-0.5753991205035263,-0.7212129010148679
317,32,13,37,41,21,9,7,17,30,42,1.5024472517831002,1.5024472517831002,0.2994835625645271,0.2349975289341318,-0.2691901814297064,-0.3077339639704682,-0.5088319598353039,-0.6858383470881256,-0.7941197912705387,-0.8378639254239412
318,32,41,9,24,29,42,7,17,10,37,1.305598648092788,0.8556589825149314,0.6656563709272809,0.6275645687150482,0.5634567859040271,0.3581647181361651,0.2466889178966277,-0.1494838369020151,-0.2473181143530052,-0.3566784497365126
319,28,14,35,13,19,24,10,26,4,8,1.0806288153038608,0.7568086014410095,0.4244668030028187,0.3723904528201991,0.0982605454588749,-0.1379577789694989,-0.6300792881952788,-0.7941197912705387,-0.7941197912705387,-0.7941197912705387
320,35,2,15,28,41,24,14,19,42,43,1.4555785366187393,0.619152235224008,0.5182042333315408,0.2557394284111246,0.2557394284111246,0.2236008808698511,-0.0067253765092915,-0.0874837780232653,-0.163944393318055,-0.2691901814297064
321,28,15,19,18,32,33,64,6,41,20,0.2369919423453806,-0.1379577789694989,-0.3348063826598114,-0.5316549863501225,-0.7941197912705387,-0.7941197912705387,-0.7941197912705387,-0.895067793163006,-1.1049333760447162,-1.2186952109947409
322,90,100,50,88,31,54,43,26,85,15,-1.1222007974210586,-1.1222007974210586,-1.1222007974210586,-1.4502818035715783,-1.559642138955086,-1.581514206031786,-1.6824622079242544,-1.716293430180108,-1.8603830612597283,-1.8877231451056056
323,25,26,19,28,91,18,43,31,41,1,0.1901232271810208,-0.0067253765092915,-0.1379577789694989,-0.1976088709968667,-0.2316952092982209,-0.3019982820447589,-0.3566784497365126,-0.5753991205035263,-0.5832105730309189,-0.6931717893780714
324,13,15,87,19,18,43,21,37,20,32,1.5024472517831002,1.043133843172373,0.8462852394820606,0.6822447364068006,0.5182042333315408,0.0807628917975146,-0.0442203486407793,-0.1379577789694989,-0.2035739801996027,-0.3903277837006684
325,22,19,33,5,91,28,14,35,24,20,-0.2316952092982209,-0.4441667180433187,-0.7941197912705387,-0.7941197912705387,-1.0128404620375524,-1.0257063838473766,-1.1561402118504234,-1.158654242548894,-1.2862413004963185,-1.302116187890698
326,13,19,38,26,28,37,20,27,32,33,-0.2316952092982209,-0.3169110550516011,-0.6300792881952788,-1.231561132804566,-1.3998078026253449,-1.4848166463242645,-1.494025937724981,-1.7314940945577384,-1.7373526839532831,-1.8148162548499336
327,87,38,32,26,33,28,102,16,37,21,1.643053397276181,1.6118075871666078,1.5233885926012185,1.480575184706398,1.2681036759613,1.2056120557421537,1.1743662456325803,1.1481197651405397,1.0550640615778448,1.0139710870701046
328,94,13,41,15,24,28,10,1,63,85,0.5182042333315408,-0.0783066869421312,-0.0887456280469214,-0.1379577789694989,-0.1950153452565473,-0.2473181143530052,-0.5088319598353039,-0.5226044758356257,-0.5316549863501225,-0.6066449306130971
329,28,19,32,43,21,2,38,6,7,20,0.5182042333315408,0.3723904528201991,0.1901232271810208,0.1901232271810208,0.1901232271810208,0.1901232271810208,-0.0442203486407793,-0.1379577789694989,-0.5060486639188613,-0.5129075002843787
330,19,30,32,27,37,20,14,21,28,42,1.5680634530132052,1.44455060363889,1.393086916399593,1.305598648092788,1.2681036759613,1.1743662456325803,1.1743662456325803,0.8462852394820606,0.5182042333315408,0.3541637302562808
331,8,33,26,20,19,13,24,14,18,30,-0.4660387851200188,-0.5316549863501225,-0.7941197912705387,-1.231561132804566,-1.307637887853961,-1.3565443732428588,-1.3788186141130498,-1.4008932650112855,-1.4502818035715783,-1.5497002902838577
332,38,12,26,42,2,13,43,19,14,48,-0.1379577789694989,-0.419170069955659,-1.0565845961909548,-1.657669797096777,-1.669002474338592,-1.7314940945577384,-1.756490742645397,-2.106443815872618,-2.106443815872618,-2.106443815872618
333,27,26,43,19,20,41,15,9,29,17,1.305598648092788,-0.1379577789694989,-0.1379577789694989,-0.1976088709968667,-0.4660387851200188,-1.1222007974210586,-1.2862413004963185,-1.5420033751835522,-1.6359880334680983,-1.7881855943373832
334,35,31,15,20,8,26,33,28,13,32,1.043133843172373,0.5182042333315408,0.2265766723088562,0.2153602276541377,0.143254512016661,-0.0442203486407793,-0.3566784497365126,-0.3797016782383041,-0.4853376678347552,-0.6011309641231736
335,4,38,87,110,19,91,20,63,30,27,0.2994835625645271,0.1901232271810208,0.0807628917975146,0.0807628917975146,0.0495170816879425,-0.1379577789694989,-0.2235441284000691,-0.2893797818081987,-0.3566784497365126,-0.4004225838899151
336,58,99,33,57,115,25,34,5,26,104,1.83052825793362,0.9119014407121656,0.6494366357917483,0.5182042333315408,0.5182042333315408,0.3800648623207963,0.3307293726741014,0.316308229546605,0.3109951768154229,0.2557394284111246
337,43,19,33,35,24,30,20,32,13,37,0.809831794354224,-0.1379577789694989,-0.1379577789694989,-0.1976088709968667,-0.2254460472763039,-0.6066449306130971,-0.7941197912705387,-0.7941197912705387,-0.7941197912705387,-0.9690963278841488
338,5,110,18,35,8,21,19,4,41,7,0.0807628917975146,-0.2691901814297064,-0.4004225838899151,-1.1222007974210586,-1.3044680230602357,-1.4502818035715783,-1.5099328955989462,-1.5099328955989462,-1.515898004801682,-1.7026518083027478
339,26,35,6,19,87,33,32,20,13,5,0.7994165243176996,0.70567909398898,0.279599865222072,-0.3019982820447589,-0.7941197912705387,-1.0128404620375524,-1.085747352293223,-1.385952194522457,-1.4502818035715783,-1.581514206031786
340,35,26,20,15,85,32,43,41,42,101,0.4557126131123931,-0.1884317799157326,-0.3840185335823889,-0.5316549863501225,-0.5316549863501225,-0.5480590366576488,-0.6628873888103313,-0.6770972667837285,-0.725291608162038,-0.7941197912705387
